 ******* Program HYDRUS
 ******* 
 None                                                                    
 Date:  16. 1.    Time:  15:28:29
 Units: L = mm   , T = days , M = mmol 

       Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)  SnowLayer
        [T]         [L/T]        [L/T]        [L/T]        [L/T]        [L/T]         [L]          [L]          [L]         [L]           [L]         [L]           [L]         [L]          [L/T]         [L]          [L]          [L]          [L]

      59.0000  0.55880E-01  0.00000E+00  0.52375E-05  0.00000E+00 -0.26822E-06  0.74155E+01  0.00000E+00  0.16370E+00  0.00000E+00 -0.15736E-04 -0.10000E+07 -0.76085E+01 -0.15010E+02  0.00000E+00  0.00000E+00  0.23860E+02  0.00000E+00  0.16370E+00    151  0.00000E+00      0.000
      60.0000  0.12446E+00  0.00000E+00  0.48904E-05  0.00000E+00 -0.26822E-06  0.75400E+01  0.00000E+00  0.16371E+00  0.00000E+00 -0.16004E-04 -0.10000E+07 -0.76085E+01 -0.15010E+02  0.00000E+00  0.00000E+00  0.23860E+02  0.00000E+00  0.16371E+00    153  0.00000E+00      0.000
      61.0000  0.21844E+00  0.00000E+00  0.45793E-05  0.00000E+00 -0.26822E-06  0.77584E+01  0.00000E+00  0.16371E+00  0.00000E+00 -0.16272E-04 -0.10000E+07 -0.76085E+01 -0.15010E+02  0.00000E+00  0.00000E+00  0.23860E+02  0.00000E+00  0.16371E+00    155  0.00000E+00      0.000
      62.0000  0.15494E+00  0.00000E+00  0.42966E-05  0.00000E+00 -0.26822E-06  0.79134E+01  0.00000E+00  0.16371E+00  0.00000E+00 -0.16540E-04 -0.10000E+07 -0.76085E+01 -0.15011E+02  0.00000E+00  0.00000E+00  0.23860E+02  0.00000E+00  0.16372E+00    157  0.00000E+00      0.000
      63.0000  0.17526E+00  0.00000E+00  0.40491E-05  0.00000E+00 -0.26822E-06  0.80886E+01  0.00000E+00  0.16372E+00  0.00000E+00 -0.16809E-04 -0.10000E+07 -0.76085E+01 -0.15011E+02  0.00000E+00  0.00000E+00  0.23860E+02  0.00000E+00  0.16372E+00    159  0.00000E+00      0.000
      64.0000  0.35560E-01  0.00000E+00  0.38280E-05  0.00000E+00 -0.26822E-06  0.81242E+01  0.00000E+00  0.16372E+00  0.00000E+00 -0.17077E-04 -0.10000E+07 -0.76086E+01 -0.15011E+02  0.00000E+00  0.00000E+00  0.23860E+02  0.00000E+00  0.16372E+00    161  0.00000E+00      0.000
      65.0000  0.50800E-01  0.00000E+00  0.36277E-05  0.00000E+00 -0.26822E-06  0.81750E+01  0.00000E+00  0.16373E+00  0.00000E+00 -0.17345E-04 -0.10000E+07 -0.76086E+01 -0.15011E+02  0.00000E+00  0.00000E+00  0.23860E+02  0.00000E+00  0.16373E+00    163  0.00000E+00      0.000
      66.0000  0.60960E-01  0.00000E+00  0.34485E-05  0.00000E+00 -0.26822E-06  0.82360E+01  0.00000E+00  0.16373E+00  0.00000E+00 -0.17613E-04 -0.10000E+07 -0.76086E+01 -0.15011E+02  0.00000E+00  0.00000E+00  0.23860E+02  0.00000E+00  0.16373E+00    165  0.00000E+00      0.000
      67.0000  0.43180E-01  0.00000E+00  0.32868E-05  0.00000E+00 -0.26822E-06  0.82791E+01  0.00000E+00  0.16373E+00  0.00000E+00 -0.17881E-04 -0.10000E+07 -0.76086E+01 -0.15011E+02  0.00000E+00  0.00000E+00  0.23860E+02  0.00000E+00  0.16373E+00    167  0.00000E+00      0.000
      68.0000  0.63500E-01  0.00000E+00  0.31495E-05  0.00000E+00 -0.26822E-06  0.83426E+01  0.00000E+00  0.16374E+00  0.00000E+00 -0.18150E-04 -0.10000E+07 -0.76086E+01 -0.15012E+02  0.00000E+00  0.00000E+00  0.23860E+02  0.00000E+00  0.16374E+00    169  0.00000E+00      0.000
      69.0000  0.27940E-01  0.00000E+00  0.30191E-05  0.00000E+00 -0.26822E-06  0.83706E+01  0.00000E+00  0.16374E+00  0.00000E+00 -0.18418E-04 -0.10000E+07 -0.76086E+01 -0.15012E+02  0.00000E+00  0.00000E+00  0.23860E+02  0.00000E+00  0.16374E+00    171  0.00000E+00      0.000
      70.0000  0.50800E-01  0.00000E+00  0.29075E-05  0.00000E+00 -0.26822E-06  0.84214E+01  0.00000E+00  0.16374E+00  0.00000E+00 -0.18686E-04 -0.10000E+07 -0.76086E+01 -0.15012E+02  0.00000E+00  0.00000E+00  0.23860E+02  0.00000E+00  0.16374E+00    173  0.00000E+00      0.000
      71.0000  0.66040E-01  0.00000E+00  0.28074E-05  0.00000E+00 -0.26822E-06  0.84874E+01  0.00000E+00  0.16375E+00  0.00000E+00 -0.18954E-04 -0.10000E+07 -0.76086E+01 -0.15012E+02  0.00000E+00  0.00000E+00  0.23860E+02  0.00000E+00  0.16375E+00    175  0.00000E+00      0.000
      72.0000  0.17272E+00  0.00000E+00  0.27153E-05  0.00000E+00 -0.26822E-06  0.86601E+01  0.00000E+00  0.16375E+00  0.00000E+00 -0.19222E-04 -0.10000E+07 -0.76086E+01 -0.15012E+02  0.00000E+00  0.00000E+00  0.23860E+02  0.00000E+00  0.16375E+00    177  0.00000E+00      0.000
      73.0000  0.22098E+00  0.00000E+00  0.26383E-05  0.00000E+00 -0.26822E-06  0.88811E+01  0.00000E+00  0.16375E+00  0.00000E+00 -0.19491E-04 -0.10000E+07 -0.76086E+01 -0.15012E+02  0.00000E+00  0.00000E+00  0.23860E+02  0.00000E+00  0.16375E+00    179  0.00000E+00      0.000
      74.0000  0.93980E-01  0.00000E+00  0.26382E-05  0.00000E+00 -0.26822E-06  0.89751E+01  0.00000E+00  0.16375E+00  0.00000E+00 -0.19759E-04 -0.10000E+07 -0.76086E+01 -0.15013E+02  0.00000E+00  0.00000E+00  0.23860E+02  0.00000E+00  0.16375E+00    181  0.00000E+00      0.000
