,Unnamed: 0,date,pet_mm,temp.mean.agr_c,min_temp_c,max_temp_c,precip_mm,rTop,rRoot,vTop,vRoot,vBot,sum(rTop),sum(rRoot),sum(vTop),sum(vRoot),sum(vBot),hTop,hRoot,hBot,RunOff,sum(RunOff),Volume,sum(Infil),sum(Evap),Cum(WTrans),h3,theta3,temp3,h7,theta7,temp7,h12,theta12,temp12,h22,theta22,temp22,h32,theta32,temp32,h47,theta47,temp47,h72,theta72,temp72,h92,theta92,temp92,h112,theta112,temp112
118,119,2023-04-29,5,20,10,25,0,5.0,0.0,0.077072,0.0,-0.031259,495.0,0.0,5.2937,0.0,-14.156,-1000000.0,0.0,-158.79,0.0,84.862,44.9,10.175,20.433,0.0,-2033.17,0.1652,20.0,-536.94,0.2271,20.0,-356.45,0.2526,20.0,-247.22,0.2775,20.0,-203.31,0.2919,20.0,-170.72,0.3051,20.0,-148.54,0.3152,20.0,-144.38,0.3175,20.0,-147.57,0.3157,20.0
119,120,2023-04-30,5,20,10,25,0,5.0,0.0,0.072991,0.0,-0.031903,500.0,0.0,5.3688,0.0,-14.187,-1000000.0,0.0,-157.14,0.0,84.862,44.793,10.175,20.508,0.0,-2091.95,0.1643,20.0,-549.02,0.2258,20.0,-363.32,0.2512,20.0,-252.42,0.2761,20.0,-207.42,0.2905,20.0,-173.92,0.3037,20.0,-150.78,0.3139,20.0,-145.71,0.3167,20.0,-147.82,0.3156,20.0
120,121,2023-05-01,5,20,10,25,0,5.0,0.0,0.072502,0.0,-0.032441,505.0,0.0,5.44,0.0,-14.22,-1000000.0,0.0,-155.75,0.0,84.862,44.69,10.175,20.579,0.0,-2119.74,0.1638,20.0,-560.55,0.2246,20.0,-370.76,0.2498,20.0,-257.35,0.2749,20.0,-211.34,0.2892,20.0,-177.01,0.3023,20.0,-152.98,0.3128,20.0,-147.03,0.316,20.0,-148.15,0.3154,20.0
121,122,2023-05-02,5,20,10,25,0,5.0,0.0,0.06941,0.0,-0.032891,510.0,0.0,5.5102,0.0,-14.252,-1000000.0,0.0,-154.61,0.0,84.862,44.587,10.175,20.65,0.0,-2169.46,0.1631,20.0,-572.6,0.2233,20.0,-378.06,0.2484,20.0,-262.09,0.2736,20.0,-215.11,0.2879,20.0,-179.99,0.301,20.0,-155.12,0.3119,20.0,-148.35,0.3153,20.0,-148.55,0.3152,20.0
122,123,2023-05-03,5,20,10,25,0,5.0,0.0,0.065395,0.0,-0.033258,515.0,0.0,5.5765,0.0,-14.286,-1000000.0,0.0,-153.66,0.0,84.862,44.487,10.175,20.716,0.0,-2198.36,0.1627,20.0,-583.37,0.2222,20.0,-385.0,0.247,20.0,-266.68,0.2725,20.0,-218.75,0.2867,20.0,-182.89,0.2997,20.0,-157.21,0.311,20.0,-149.67,0.3146,20.0,-149.0,0.3149,20.0
123,124,2023-05-04,5,20,10,25,0,5.0,0.0,0.062835,0.0,-0.033552,520.0,0.0,5.6401,0.0,-14.319,-1000000.0,0.0,-152.9,0.0,84.862,44.39,10.175,20.78,0.0,-2222.68,0.1623,20.0,-593.02,0.2212,20.0,-391.76,0.2461,20.0,-271.1,0.2713,20.0,-222.28,0.2855,20.0,-185.73,0.2985,20.0,-159.22,0.3101,20.0,-151.0,0.3138,20.0,-149.51,0.3146,20.0
124,125,2023-05-05,5,20,10,25,0,5.0,0.0,0.061277,0.0,-0.033779,525.0,0.0,5.702,0.0,-14.353,-1000000.0,0.0,-152.32,0.0,84.862,44.294,10.175,20.841,0.0,-2253.28,0.1618,20.0,-602.24,0.2202,20.0,-398.14,0.2451,20.0,-275.39,0.2702,20.0,-225.73,0.2843,20.0,-188.52,0.2973,20.0,-161.18,0.3092,20.0,-152.34,0.3131,20.0,-150.07,0.3143,20.0
125,126,2023-05-06,5,20,10,25,0,5.0,0.0,0.059939,0.0,-0.033973,530.0,0.0,5.7622,0.0,-14.387,-1000000.0,0.0,-151.91,0.0,84.862,44.2,10.175,20.902,0.0,-2289.41,0.1613,20.0,-610.96,0.2193,20.0,-404.44,0.2442,20.0,-279.54,0.2691,20.0,-229.1,0.2832,20.0,-191.28,0.2961,20.0,-163.09,0.3084,20.0,-153.7,0.3125,20.0,-150.67,0.314,20.0
126,127,2023-05-07,5,20,10,25,0,5.0,0.0,0.059014,0.0,-0.034192,535.0,0.0,5.8206,0.0,-14.421,-1000000.0,0.0,-151.65,0.0,84.862,44.108,10.175,20.96,0.0,-2330.99,0.1606,20.0,-619.57,0.2185,20.0,-410.55,0.2434,20.0,-283.59,0.2681,20.0,-232.41,0.2821,20.0,-193.98,0.2951,20.0,-164.94,0.3076,20.0,-155.03,0.3119,20.0,-151.33,0.3136,20.0
127,128,2023-05-08,5,20,10,25,0,5.0,0.0,0.054642,0.0,-0.034324,540.0,0.0,5.8761,0.0,-14.455,-1000000.0,0.0,-151.49,0.0,84.862,44.018,10.175,21.016,0.0,-2333.31,0.1605,20.0,-627.63,0.2179,20.0,-416.35,0.2425,20.0,-287.55,0.2671,20.0,-235.66,0.281,20.0,-196.61,0.2942,20.0,-166.75,0.3068,20.0,-156.34,0.3114,20.0,-152.03,0.3133,20.0
128,129,2023-05-09,5,20,10,25,0,5.0,0.0,0.054334,0.0,-0.034377,545.0,0.0,5.931,0.0,-14.49,-1000000.0,0.0,-151.43,0.0,84.862,43.929,10.175,21.071,0.0,-2368.28,0.1601,20.0,-635.53,0.2173,20.0,-421.99,0.2417,20.0,-291.48,0.2661,20.0,-238.89,0.2799,20.0,-199.17,0.2933,20.0,-168.53,0.306,20.0,-157.63,0.3108,20.0,-152.79,0.3129,20.0
129,130,2023-05-10,5,20,10,25,0,5.0,0.0,0.053147,0.0,-0.034348,550.0,0.0,5.9844,0.0,-14.524,-1000000.0,0.0,-151.47,0.0,84.862,43.841,10.175,21.124,0.0,-2390.24,0.1597,20.0,-643.24,0.2167,20.0,-427.32,0.2409,20.0,-295.29,0.2651,20.0,-242.06,0.2788,20.0,-201.63,0.2925,20.0,-170.25,0.3053,20.0,-158.9,0.3103,20.0,-153.57,0.3126,20.0
130,131,2023-05-11,5,20,10,25,0,5.0,0.0,0.050259,0.0,-0.034238,555.0,0.0,6.0357,0.0,-14.558,-1000000.0,0.0,-151.6,0.0,84.862,43.755,10.175,21.175,0.0,-2395.17,0.1596,20.0,-650.55,0.2161,20.0,-432.59,0.2402,20.0,-299.07,0.2641,20.0,-245.19,0.278,20.0,-204.03,0.2917,20.0,-171.94,0.3045,20.0,-160.14,0.3097,20.0,-154.35,0.3122,20.0
131,132,2023-05-12,5,20,10,25,0,5.0,0.0,0.049733,0.0,-0.034064,560.0,0.0,6.0865,0.0,-14.592,-1000000.0,0.0,-151.8,0.0,84.862,43.67,10.175,21.226,0.0,-2423.61,0.1592,20.0,-657.68,0.2156,20.0,-437.73,0.2394,20.0,-302.84,0.2631,20.0,-248.25,0.2772,20.0,-206.37,0.2909,20.0,-173.6,0.3038,20.0,-161.38,0.3092,20.0,-155.15,0.3119,20.0
132,133,2023-05-13,5,20,10,25,0,5.0,0.0,0.048623,0.0,-0.033856,565.0,0.0,6.1362,0.0,-14.626,-1000000.0,0.0,-152.11,0.0,84.862,43.587,10.175,21.276,0.0,-2445.77,0.1589,20.0,-664.65,0.215,20.0,-442.72,0.2387,20.0,-306.52,0.2622,20.0,-251.19,0.2764,20.0,-208.64,0.2901,20.0,-175.23,0.3031,20.0,-162.59,0.3086,20.0,-155.96,0.3115,20.0
133,134,2023-05-14,5,20,10,25,0,5.0,0.0,0.046703,0.0,-0.033704,570.0,0.0,6.184,0.0,-14.66,-1000000.0,0.0,-152.5,0.0,84.862,43.505,10.175,21.323,0.0,-2455.01,0.1587,20.0,-671.26,0.2145,20.0,-447.53,0.238,20.0,-310.15,0.2615,20.0,-254.05,0.2757,20.0,-210.87,0.2894,20.0,-176.82,0.3024,20.0,-163.79,0.3081,20.0,-156.78,0.3112,20.0
134,135,2023-05-15,5,20,10,25,0,5.0,0.0,0.04687,0.0,-0.033533,575.0,0.0,6.2317,0.0,-14.694,-1000000.0,0.0,-152.94,0.0,84.862,43.424,10.175,21.371,0.0,-2489.67,0.1582,20.0,-679.09,0.2139,20.0,-452.17,0.2374,20.0,-313.68,0.2609,20.0,-256.83,0.275,20.0,-213.03,0.2886,20.0,-178.39,0.3017,20.0,-164.98,0.3076,20.0,-157.61,0.3108,20.0
135,136,2023-05-16,5,20,10,25,0,5.0,0.0,0.046314,0.0,-0.033343,580.0,0.0,6.2784,0.0,-14.727,-1000000.0,0.0,-153.43,0.0,84.862,43.344,10.175,21.418,0.0,-2529.5,0.1577,20.0,-686.94,0.2133,20.0,-456.67,0.2367,20.0,-317.1,0.2602,20.0,-259.55,0.2743,20.0,-215.15,0.2879,20.0,-179.94,0.301,20.0,-166.15,0.3071,20.0,-158.45,0.3104,20.0
136,137,2023-05-17,5,20,10,25,0,5.0,0.0,0.045066,0.0,-0.033138,585.0,0.0,6.3238,0.0,-14.76,-1000000.0,0.0,-153.95,0.0,84.862,43.265,10.175,21.463,0.0,-2558.26,0.1574,20.0,-694.85,0.2127,20.0,-461.45,0.236,20.0,-320.39,0.2596,20.0,-262.18,0.2736,20.0,-217.22,0.2872,20.0,-181.46,0.3004,20.0,-167.32,0.3066,20.0,-159.31,0.3101,20.0
137,138,2023-05-18,5,20,10,25,0,5.0,0.0,0.043995,0.0,-0.032919,590.0,0.0,6.3681,0.0,-14.793,-1000000.0,0.0,-154.52,0.0,84.862,43.188,10.175,21.508,0.0,-2578.5,0.1572,20.0,-702.51,0.2121,20.0,-466.39,0.2353,20.0,-323.66,0.2589,20.0,-264.76,0.2729,20.0,-219.26,0.2865,20.0,-182.96,0.2997,20.0,-168.47,0.3061,20.0,-160.17,0.3097,20.0
138,139,2023-05-19,5,20,10,25,0,5.0,0.0,0.043085,0.0,-0.032688,595.0,0.0,6.4114,0.0,-14.826,-1000000.0,0.0,-155.11,0.0,84.862,43.112,10.175,21.551,0.0,-2593.95,0.1571,20.0,-709.81,0.2115,20.0,-471.23,0.2346,20.0,-326.85,0.2583,20.0,-267.28,0.2723,20.0,-221.25,0.2859,20.0,-184.45,0.2991,20.0,-169.62,0.3056,20.0,-161.05,0.3093,20.0
139,140,2023-05-20,5,20,10,25,0,5.0,0.0,0.042484,0.0,-0.032446,600.0,0.0,6.454,0.0,-14.858,-1000000.0,0.0,-155.73,0.0,84.862,43.037,10.175,21.594,0.0,-2611.09,0.1569,20.0,-716.89,0.211,20.0,-475.95,0.234,20.0,-329.98,0.2577,20.0,-269.76,0.2717,20.0,-223.21,0.2852,20.0,-185.92,0.2984,20.0,-170.76,0.3051,20.0,-161.93,0.3089,20.0
140,141,2023-05-21,5,20,10,25,0,5.0,0.0,0.042042,0.0,-0.032194,605.0,0.0,6.4962,0.0,-14.891,-1000000.0,0.0,-156.38,0.0,84.862,42.962,10.175,21.636,0.0,-2633.75,0.1566,20.0,-724.01,0.2104,20.0,-480.57,0.2333,20.0,-333.02,0.2571,20.0,-272.18,0.271,20.0,-225.14,0.2845,20.0,-187.37,0.2978,20.0,-171.88,0.3046,20.0,-162.81,0.3085,20.0
141,142,2023-05-22,5,20,10,25,0,5.0,0.0,0.041512,0.0,-0.031934,610.0,0.0,6.5378,0.0,-14.923,-1000000.0,0.0,-157.05,0.0,84.862,42.889,10.175,21.677,0.0,-2660.91,0.1563,20.0,-731.27,0.2099,20.0,-485.09,0.2326,20.0,-336.03,0.2565,20.0,-274.57,0.2704,20.0,-227.05,0.2839,20.0,-188.81,0.2972,20.0,-173.01,0.3041,20.0,-163.7,0.3081,20.0
142,143,2023-05-23,5,20,10,25,0,5.0,0.0,0.040766,0.0,-0.031666,615.0,0.0,6.5788,0.0,-14.954,-1000000.0,0.0,-157.73,0.0,84.862,42.816,10.175,21.718,0.0,-2688.51,0.156,20.0,-738.51,0.2093,20.0,-489.71,0.2321,20.0,-338.98,0.256,20.0,-276.92,0.2698,20.0,-228.92,0.2833,20.0,-190.24,0.2965,20.0,-174.12,0.3036,20.0,-164.6,0.3078,20.0
143,144,2023-05-24,5,20,10,25,0,5.0,0.0,0.039921,0.0,-0.031392,620.0,0.0,6.6189,0.0,-14.986,-1000000.0,0.0,-158.44,0.0,84.862,42.745,10.175,21.758,0.0,-2713.8,0.1557,20.0,-745.51,0.2088,20.0,-494.16,0.2316,20.0,-341.86,0.2554,20.0,-279.22,0.2692,20.0,-230.78,0.2826,20.0,-191.66,0.2959,20.0,-175.23,0.3031,20.0,-165.5,0.3074,20.0
144,145,2023-05-25,5,20,10,25,0,5.0,0.0,0.039145,0.0,-0.031111,625.0,0.0,6.6583,0.0,-15.017,-1000000.0,0.0,-159.16,0.0,84.862,42.674,10.175,21.798,0.0,-2737.43,0.1555,20.0,-752.2,0.2083,20.0,-498.46,0.2312,20.0,-344.7,0.2548,20.0,-281.5,0.2686,20.0,-232.62,0.282,20.0,-193.07,0.2954,20.0,-176.33,0.3026,20.0,-166.41,0.307,20.0
145,146,2023-05-26,5,20,10,25,0,5.0,0.0,0.038452,0.0,-0.030826,630.0,0.0,6.6969,0.0,-15.048,-1000000.0,0.0,-159.89,0.0,84.862,42.604,10.175,21.836,0.0,-2761.02,0.1552,20.0,-758.57,0.2078,20.0,-502.71,0.2307,20.0,-347.51,0.2543,20.0,-283.74,0.268,20.0,-234.43,0.2814,20.0,-194.46,0.2949,20.0,-177.43,0.3021,20.0,-167.31,0.3066,20.0
146,147,2023-05-27,5,20,10,25,0,5.0,0.0,0.037777,0.0,-0.030535,635.0,0.0,6.7348,0.0,-15.079,-1000000.0,0.0,-160.64,0.0,84.862,42.536,10.175,21.874,0.0,-2784.58,0.1549,20.0,-764.52,0.2073,20.0,-506.95,0.2303,20.0,-350.27,0.2538,20.0,-285.96,0.2675,20.0,-236.24,0.2808,20.0,-195.83,0.2945,20.0,-178.52,0.3017,20.0,-168.22,0.3062,20.0
